User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth
,IoT_Temperature,,107.63177144362182,3.2915085783551823,3.451106425580758
,IoT_Temperature,,109.50908611530498,9.791844643832798,11.056285430292315
,IoT_Temperature,,108.71340434308065,5.3875402047270065,13.272469235513451
,IoT_Temperature,,99.37143576394392,4.484988101386835,5.128835860139336
,IoT_Temperature,,99.87812715236404,9.657504340321196,12.469232525210586
,IoT_Temperature,,105.47963069153036,4.449215446788809,13.158836163076568
,IoT_Temperature,,105.25584128073672,6.558676459067763,2.791196754713892
,IoT_Temperature,,99.39696514872652,4.785297377761692,11.256915643542847
,IoT_Temperature,,106.20928782480681,5.537378735955915,7.7160106128603845
,IoT_Temperature,,103.7691782264161,4.191995928379528,2.653249152698388
,IoT_Temperature,,101.6056295641786,1.28030383146127,8.914946367640674
,IoT_Temperature,,102.5723139219231,9.126325336166538,8.73214690260114
,IoT_Temperature,,105.79129815814038,4.641667995723781,4.4989657799025995
,IoT_Temperature,,101.99078625686963,5.048574003134845,10.658628000928328
,IoT_Temperature,,99.74272674008762,4.159312803060932,10.31732685726203
,IoT_Temperature,,107.52414258054105,5.684286730450481,11.955288767203852
,IoT_Temperature,,109.34786825463708,1.8934374423180667,3.0810211054290892
,IoT_Temperature,,104.76492516621548,4.201392826333842,3.9894431525608476
,IoT_Temperature,,108.5221141438594,5.036676687164895,10.558357973977767
,IoT_Temperature,,102.74698444408874,5.9254728186641765,14.20216021348965
,IoT_Temperature,,107.49246148802102,8.564077071863075,13.303217840007182
,IoT_Temperature,,102.09823637074618,8.385693752414628,14.94230307687952
,IoT_Temperature,,109.8982661753205,9.93052206390817,9.982858717779617
,IoT_Temperature,,100.58353392746692,7.160751494931786,9.77062169912364
,IoT_Temperature,,105.99949525833902,5.392351133219945,12.501916116924804
,IoT_Temperature,,103.0091583873134,3.8239967581768983,5.215105572453499
,IoT_Temperature,,107.24191277612688,5.12851769277365,14.644346501395917
,IoT_Temperature,,104.09526757070002,8.778659982974442,5.425781241987194
,IoT_Temperature,,108.09897716876768,6.6199741133609,8.114485974772057
,IoT_Temperature,,105.11897102858931,3.4074854965303674,6.737253628263254
,IoT_Temperature,,104.06155176723716,6.63798916129939,13.152644328529371
,IoT_Temperature,,109.72726555008371,8.202451099222916,14.243356362452584
,IoT_Temperature,,109.49519754379014,3.7955476256588643,13.504540690211833
,IoT_Temperature,,107.78904506595764,2.255875547012731,7.102190529127716
,IoT_Temperature,,103.0449913092558,2.0795108531473336,3.868564196770913
,IoT_Temperature,,109.6034829454535,5.082867558440382,9.823474117596977
,IoT_Temperature,,108.17669640800476,9.047477368212553,3.155238241917832
,IoT_Temperature,,99.10740995974196,4.4340478336566775,12.04334339745139
,IoT_Temperature,,104.7788307594177,1.042684189501209,6.679418999439598
,IoT_Temperature,,103.57300498564511,1.7777324847843445,3.8306876277792283
,IoT_Temperature,,104.99253118869399,5.510238638254649,2.0573061276516533
,IoT_Temperature,,108.90057290771186,7.117414089378389,4.528726935059367
,IoT_Temperature,,100.87761063120004,5.520136533179733,11.590081631389445
,IoT_Temperature,,107.07145896630098,2.5452364907892853,10.636594842139019
,IoT_Temperature,,103.24350857572549,7.301674270531194,12.549050679783084
,IoT_Temperature,,104.22459703486676,3.899261722201789,9.688223346611167
,IoT_Temperature,,108.19367147107053,6.560792353268188,10.50694587588016
,IoT_Temperature,,106.67032373874494,3.3885987019583346,13.624664502563656
,IoT_Temperature,,107.01328114793492,5.828447336598071,10.374851716060666
,IoT_Temperature,,106.68500441193243,7.77847336785817,2.463899432225782
,IoT_Temperature,,103.94314997145842,6.324939422197393,2.2414419586794025
,IoT_Temperature,,101.08130918240917,3.190750147942166,3.5610354241105826
,IoT_Temperature,,102.84450796180232,9.798865739056287,2.8277426614837715
,IoT_Temperature,,108.47898141534506,7.471605073960527,9.65113986122153
,IoT_Temperature,,102.28928790886476,6.221545500719508,4.687876014158
,IoT_Temperature,,100.33728209826594,6.793528469797833,9.925673200994977
,IoT_Temperature,,107.98456140785105,1.5218499108512762,13.072175272290421
,IoT_Temperature,,100.44539624004562,9.738953522562348,6.114346681043277
,IoT_Temperature,,108.47539679332863,9.64227116993957,4.54763280942341
,IoT_Temperature,,108.06227130566698,4.170839326375971,5.3443480256459
,IoT_Temperature,,102.6199819550691,8.036711344482026,5.061715449372636
,IoT_Temperature,,99.48866650780805,6.6147196296223445,7.065631893686624
,IoT_Temperature,,103.27421232598492,9.876565120891716,10.876679460480005
,IoT_Temperature,,103.06798836921044,5.302258341811056,6.343815462990466
,IoT_Temperature,,107.70599373205343,4.4529049476886176,4.714441998153396
,IoT_Temperature,,99.13940607183474,7.865507680155642,4.288161964114684
,IoT_Temperature,,102.82251590328019,3.2785832536467954,13.554227537496969
,IoT_Temperature,,108.30412333490905,1.7148614113091825,3.3897279043429336
,IoT_Temperature,,109.70418832234273,9.246240519049524,12.340281050269919
,IoT_Temperature,,107.78100356596492,3.635561155113958,10.91981449903853
,IoT_Temperature,,108.71346153640347,8.756334336340085,12.5659436416381
,IoT_Temperature,,109.01105611903674,6.849910998228709,8.58012180779855
,IoT_Temperature,,105.59382543764714,5.089663146283889,6.281009099127909
,IoT_Temperature,,102.84235501851202,2.7971335305659295,3.9271462282015803
,IoT_Temperature,,99.42715273855522,4.4829667366193355,14.977423405889791
,IoT_Temperature,,107.94165195684577,4.516260806323783,2.328103760310374
,IoT_Temperature,,109.57617967257978,1.5112038771364895,12.90101198133377
,IoT_Temperature,,100.51980559813099,2.069569208980362,2.4577866160737516
,IoT_Temperature,,105.96879633367847,1.3899154579462523,5.545373940802946
,IoT_Temperature,,102.0682077778317,5.572878729251576,14.305082272728905
,IoT_Temperature,,106.82218884849128,3.676145906634927,14.081416348907162
,IoT_Temperature,,105.87214895348352,1.062365622776992,4.46311896653565
,IoT_Temperature,,102.23068468324662,5.130622137841776,6.016725982850981
,IoT_Temperature,,104.76392736742753,7.804302366598132,2.906482073205032
,IoT_Temperature,,108.22390694779594,1.7054906340284024,7.744727938736272
,IoT_Temperature,,101.10854835059315,8.73887124918626,10.617171570458892
,IoT_Temperature,,105.58018343469426,2.9481583001055407,4.221927821435589
,IoT_Temperature,,108.53248609403975,5.46587511909488,14.378266252065027
,IoT_Temperature,,104.8410420964243,8.335482093477733,8.479319448594074
,IoT_Temperature,,109.35578249091438,3.787424759947276,10.990006315841878
,IoT_Temperature,,102.00498778577567,1.4694184946794615,13.309584941730112
,IoT_Temperature,,104.70356171530022,3.2704677380243554,3.946410665676317
,IoT_Temperature,,105.4138470409522,9.499927713144888,7.536166754751044
,IoT_Temperature,,106.910804929884,6.5137375236114785,6.297750951982853
,IoT_Temperature,,102.73375987432756,1.406750237989533,7.9433969551693515
,IoT_Temperature,,103.88871024031387,8.727503987565223,14.839762455399855
,IoT_Temperature,,108.45264056445801,7.632199152140826,10.159075281233966
,IoT_Temperature,,101.24043737499753,6.910834086594967,13.29674221539706
,IoT_Temperature,,109.8515535518766,9.200512334202504,8.031543651470065
,IoT_Temperature,,108.51816073572954,7.642579986960637,5.655577346385744
,IoT_Temperature,,100.166032805482,2.7990510140171625,7.670977957322402
,IoT_Temperature,,105.98439503533353,2.3782988255326463,7.475162853479006
,IoT_Temperature,,100.69567319153913,1.0169934511586463,12.444467977180796
,IoT_Temperature,,104.68030191700633,7.62061959731165,7.9628262930382485
,IoT_Temperature,,102.13026269394663,6.639684238924402,4.62379870079203
,IoT_Temperature,,105.22034338391204,5.406525210671688,8.863049037874173
,IoT_Temperature,,103.15930075052655,1.088943895079841,11.176462258241699
,IoT_Temperature,,108.96047656864786,3.687855497290169,10.26170179176802
,IoT_Temperature,,109.02582722606444,7.308718516366637,3.950794323728605
,IoT_Temperature,,109.37604559908202,2.467511016585928,12.302895645577903
,IoT_Temperature,,106.67414240958044,8.093325658692116,8.575721941792473
,IoT_Temperature,,107.7352598784619,8.332822647566278,5.718229795046917
,IoT_Temperature,,99.38045416071834,9.741654831756993,7.08859024038631
,IoT_Temperature,,108.41034932461137,8.15808134453029,13.581536772341389
,IoT_Temperature,,105.46974424715226,6.058128282689678,6.248989725289478
,IoT_Temperature,,101.12044141510188,8.817366646421698,4.028312963539557
,IoT_Temperature,,104.38418276994757,7.621507678077698,11.646789333985003
,IoT_Temperature,,108.87966033703947,1.086371088166745,13.585261244044997
,IoT_Temperature,,102.23119523735696,1.0125615445854748,12.13349665749347
,IoT_Temperature,,99.00455408737845,8.371274828934009,11.237876782816162
,IoT_Temperature,,103.97941691671735,6.218298194275429,14.708935114959775
,IoT_Temperature,,105.51558927827416,6.326025866575822,3.0024223328862787
,IoT_Temperature,,104.85490112248056,1.1394471830711912,6.33943399240404
,IoT_Temperature,,100.36558241591588,9.04172481959894,2.9683289850395855
,IoT_Temperature,,100.12107691553433,4.596018626582115,11.901462803600555
,IoT_Temperature,,104.81748849162781,7.651858719034136,6.563790150080007
,IoT_Temperature,,99.26028028905971,3.8505526076899317,14.755420045291126
,IoT_Temperature,,108.62971313373434,8.627052190214917,12.048039574831902
,IoT_Temperature,,106.23251941749426,6.853698999422619,11.708492725899259
,IoT_Temperature,,102.80283267986131,6.055464549335131,13.700369610867703
,IoT_Temperature,,106.93861622863211,6.110860495760078,9.473970139001974
,IoT_Temperature,,101.45453678797755,9.753832627915504,8.598657297128163
,IoT_Temperature,,103.63809409357513,2.3602884226097562,9.917874009050648
,IoT_Temperature,,103.73833737308696,8.668675115692288,8.980164380174967
,IoT_Temperature,,103.14532123284751,9.097015047846682,12.506979919025678
,IoT_Temperature,,100.27245237354623,3.855420929772956,6.373793706702734
,IoT_Temperature,,102.03213302625394,4.381115480735547,12.350553657933112
,IoT_Temperature,,104.71849458339261,4.011131747607314,12.79044471986157
,IoT_Temperature,,104.03201156634621,1.4829209516085522,7.297255095170119
,IoT_Temperature,,109.34641310074099,2.8251574167488784,14.628349614662062
,IoT_Temperature,,104.5928575726405,1.9831906879084664,14.62667359287464
,IoT_Temperature,,107.57659334508276,6.525139902005918,14.71586810200603
,IoT_Temperature,,104.48409125897996,8.328096796311076,14.368182631820615
,IoT_Temperature,,104.38923869670732,7.009382206762998,12.328508192962538
,IoT_Temperature,,101.42648561905779,4.729654116547197,5.60086044765286
,IoT_Temperature,,102.67254430168482,1.8534218664101998,7.890013128007715
,IoT_Temperature,,101.16504031109552,8.938109788679778,11.248877118053528
,IoT_Temperature,,102.45514134177257,2.613849655276787,6.11514323209717
,IoT_Temperature,,101.23360700813153,3.1061135958096275,2.8868916914920866
,IoT_Temperature,,99.04348233251385,6.081646929351903,9.540580233542615
,IoT_Temperature,,102.8006675968122,5.646302910081287,13.523520604125125
,IoT_Temperature,,105.16874003715427,3.5035307816565546,10.250375722207616
,IoT_Temperature,,109.74540650770969,4.953975917297919,13.414287086163759
,IoT_Temperature,,104.56018160165156,2.2080990503524314,5.283620816736284
,IoT_Temperature,,100.94308629089106,5.035897254326106,13.652449829100078
,IoT_Temperature,,99.02299215316098,7.11264375837837,3.4077639049062896
,IoT_Temperature,,102.44146388186425,9.817678119344155,2.5038165433157866
,IoT_Temperature,,101.60589787997708,7.094727972431485,14.192926831301858
,IoT_Temperature,,103.6005546560751,5.0323850527435185,5.951411841888572
,IoT_Temperature,,102.24590668939858,5.95721862851979,10.310085643783708
,IoT_Temperature,,102.8521111277439,5.514888005977984,5.113093629878575
,IoT_Temperature,,106.87260866569243,8.589559819138247,13.29165711302988
,IoT_Temperature,,100.41648257271544,4.729915658771495,8.220222805144722
,IoT_Temperature,,100.94558536883572,6.995295337916926,4.613405190670839
,IoT_Temperature,,107.13862302931491,6.970561233289777,13.571117242192486
,IoT_Temperature,,103.45924696395605,7.562984682397392,11.766908277559725
,IoT_Temperature,,108.74509506509258,9.027189875364032,3.193132188951211
,IoT_Temperature,,109.73286278232271,7.654888924627965,10.491185224378185
,IoT_Temperature,,108.04034430393887,9.367827693172487,8.658123666476293
,IoT_Temperature,,102.72853150906799,1.7580954455981637,2.5745460755394705
,IoT_Temperature,,108.64993384095928,1.5605561972951771,2.6016544322894664
,IoT_Temperature,,102.17747969909168,8.711881212840229,9.233637783542958
,IoT_Temperature,,102.60571699850284,2.544643557712054,11.319563258528138
,IoT_Temperature,,108.64739980334151,5.4109407849501885,6.588737261528431
,IoT_Temperature,,109.54523603615223,8.615866153913311,8.753723290202826
,IoT_Temperature,,108.73721502146223,2.8023264890968367,3.975736850087223
,IoT_Temperature,,104.62230004500609,4.170524365397075,7.397947341885195
,IoT_Temperature,,104.48037571432474,4.115336841933152,8.648900404853045
,IoT_Temperature,,106.69616723486043,2.9472702587873885,5.89746982124252
,IoT_Temperature,,102.2787573455982,4.768219062700434,9.195737004263307
,IoT_Temperature,,102.2225626998193,3.7014923794445256,9.074035914772914
,IoT_Temperature,,105.71904668768562,7.455569612054504,9.505294808199515
,IoT_Temperature,,101.51311449149932,2.513765466454503,3.5585879484371628
,IoT_Temperature,,103.3912081272412,9.591830374788787,12.57583863701611
,IoT_Temperature,,103.00060572966869,5.187887150733094,8.093093449039252
,IoT_Temperature,,101.45288262373514,4.826203715580627,5.001551795045875
,IoT_Temperature,,109.03400573113625,3.019175390033684,13.894934610555145
,IoT_Temperature,,109.90572507595151,8.499817782585794,14.138737465446678
,IoT_Temperature,,105.22058193142448,8.19397295079513,3.9505032659988695
,IoT_Temperature,,109.87134302280455,9.94047634985887,11.176123923222812
,IoT_Temperature,,103.36833814907767,1.590127739461276,7.340069577333542
,IoT_Temperature,,104.82127889047784,3.4732512851395008,12.10369273272938
,IoT_Temperature,,107.54043889369137,3.311027362315494,12.617647145346668
,IoT_Temperature,,101.36834650166088,9.909759611965699,14.448141835069778
,IoT_Temperature,,103.50440449806058,2.960924363502376,7.48867332797204
,IoT_Temperature,,109.15055334994297,3.7519324654239568,9.346296948151387
,IoT_Temperature,,101.79867554111776,2.476297239752198,9.600503319345705
,IoT_Temperature,,99.63466583802578,8.716069077244294,4.065456513574038
,IoT_Temperature,,99.9466029574704,7.7380885467452565,2.00014442323491
,IoT_Temperature,,105.38286394652552,6.4614619863563565,14.578406132536491
,IoT_Temperature,,101.81266202508762,7.53727018218536,12.01999973326697
,IoT_Temperature,,99.71996013905168,1.14058905197514,8.516603076502687
,IoT_Temperature,,108.31947588193079,4.297482157153061,13.949856089899281
,IoT_Temperature,,101.7803283761569,3.12608576818019,10.17798351447036
,IoT_Temperature,,101.44064116968948,9.439233482234462,12.743247976048519
,IoT_Temperature,,108.04303741486105,9.636119333961043,12.781164068882823
,IoT_Temperature,,106.84252958060078,7.573666479561403,6.077781729195535
,IoT_Temperature,,108.43429527161922,3.1629742093904567,7.966277190659357
,IoT_Temperature,,101.12639160488942,3.7581464610197965,10.004247231080795
,IoT_Temperature,,102.94011808258378,2.509442100296951,12.579834204142106
,IoT_Temperature,,101.06758404085024,6.811732884075678,9.685785279162289
,IoT_Temperature,,102.83140960801519,6.139593553830647,8.993200408199097
,IoT_Temperature,,106.56950184529703,6.338492649563089,13.918579614919242
,IoT_Temperature,,109.67038869473961,5.695229899246278,2.4615506294942753
,IoT_Temperature,,100.76112544882172,3.278717131553522,2.2058459543209814
,IoT_Temperature,,103.12604413830469,9.528439435378912,9.313326186400923
,IoT_Temperature,,104.97857427731168,7.027911094493568,8.019682395173291
,IoT_Temperature,,109.24039285327233,4.213834579791583,12.50299011282475
,IoT_Temperature,,105.12513114807038,8.775121505979552,3.39150821466293
,IoT_Temperature,,104.78461174701766,1.1915501238244115,9.1147726064119
,IoT_Temperature,,102.98212298625253,4.688873358828645,7.149692811258499
,IoT_Temperature,,103.46160724945938,1.654320683976946,6.126180946686281
,IoT_Temperature,,108.98229940715534,7.838365499140798,5.39613262325571
,IoT_Temperature,,107.4678399511566,2.435225475765296,7.841834070362353
,IoT_Temperature,,101.58382230708632,6.4838906846766955,12.703386770495296
,IoT_Temperature,,100.82401771386716,8.085164265890445,14.97628600664268
,IoT_Temperature,,99.40154862931423,2.2728391635815886,4.582801674792828
,IoT_Temperature,,100.65829637956712,9.564438656566555,3.002626820932327
,IoT_Temperature,,100.22712765768468,5.394174933697814,10.314382768917296
,IoT_Temperature,,109.3664015322696,1.8398788734324454,12.05588483018924
,IoT_Temperature,,99.96226311271732,3.941143354236248,13.433186728832961
,IoT_Temperature,,102.26691785114036,8.055432406020046,14.230035791272163
,IoT_Temperature,,99.27138414802235,4.815163041159563,3.2481816124683824
,IoT_Temperature,,99.40488277196576,4.07756392567876,14.608946147890986
,IoT_Temperature,,102.8274336180532,7.022139689745901,7.77915957510992
,IoT_Temperature,,108.7268640829642,5.746557471388775,7.903272250073406
,IoT_Temperature,,107.38904491793532,3.256030262314292,5.2520213517683185
,IoT_Temperature,,103.40716514817564,2.188707158047888,9.64672569955322
,IoT_Temperature,,99.94288643097336,3.2711122720011057,10.964344355698817
,IoT_Temperature,,104.92942063543718,8.294325354560755,2.8267047130879233
,IoT_Temperature,,108.54797699224352,6.510140232315,12.693830989150303
,IoT_Temperature,,104.38882611477662,8.422649319637324,9.568813524262227
,IoT_Temperature,,105.05438468792563,2.918855108417351,10.014983717724087
,IoT_Temperature,,109.64485994606599,7.5103626446871505,13.14902802623652
,IoT_Temperature,,100.65022171158198,4.200207642527795,14.535308720068361
,IoT_Temperature,,104.30522041811963,4.524177771577071,8.123067120189187
,IoT_Temperature,,104.07762427938937,6.790137322970912,5.41917386115751
,IoT_Temperature,,101.59436244019224,6.723210160063972,8.336480403975745
,IoT_Temperature,,106.89518984327891,6.930101472202065,4.701674528126343
,IoT_Temperature,,103.02890000593554,7.1339740993464735,6.619838841727108
,IoT_Temperature,,102.49400116315158,2.8020705932052072,12.98795883854965
,IoT_Temperature,,102.19563255249022,4.645097039498754,7.877164116205555
,IoT_Temperature,,104.32395322249927,2.743546653195377,13.715255684007856
,IoT_Temperature,,99.40743986371062,5.929144814687062,12.284276218001175
,IoT_Temperature,,109.95054471599838,8.194618832953596,14.393505788721162
,IoT_Temperature,,102.27950701413032,1.0006484582322677,6.8309657033422875
,IoT_Temperature,,109.89299193875173,5.860591767420739,11.9328144905423
,IoT_Temperature,,99.47478280249412,8.545017469985103,5.695299061431069
,IoT_Temperature,,109.8531574947723,3.9639653414337173,10.634012708507237
,IoT_Temperature,,99.03676045019849,6.385331643828614,5.462336970925531
,IoT_Temperature,,105.65621662885233,6.521290777536342,10.014292673228237
,IoT_Temperature,,107.75417127184511,2.4578029239544374,7.746916274897184
,IoT_Temperature,,105.050091755217,8.437343761090583,11.040872115075224
,IoT_Temperature,,105.93463174228532,2.558480925245638,4.2559154495733615
,IoT_Temperature,,105.74544056395175,8.4373018968937,12.550132723083687
,IoT_Temperature,,107.60392951492449,8.843649976787155,6.745840714137211
,IoT_Temperature,,106.00054509670667,3.145217943450834,6.11530515618826
,IoT_Temperature,,108.73664370515613,8.17456388230852,10.136056889124305
,IoT_Temperature,,99.45677942764077,7.610758248387214,13.054463535505345
,IoT_Temperature,,102.53780979342389,3.718853944322019,4.702080165656878
,IoT_Temperature,,107.20594516793635,8.575777434986762,11.102511501401274
,IoT_Temperature,,109.98953795989861,8.380377994492498,3.781369069883834
,IoT_Temperature,,106.46884327396397,1.2701138775023941,11.542137605231062
,IoT_Temperature,,108.13762128101524,9.76075126304312,12.970784032916725
,IoT_Temperature,,103.10227733906414,3.0044012671566684,3.2679691958620736
,IoT_Temperature,,106.69333023164364,7.357015206043246,4.364399784603766
,IoT_Temperature,,109.77159825346408,2.7890522244301708,2.4326616413919306
,IoT_Temperature,,107.85940686537468,9.007694869010274,9.082305579922801
,IoT_Temperature,,106.26733272288054,9.667686187908643,9.522853205127262
,IoT_Temperature,,107.92880850548204,5.787613518274416,3.851028021773567
,IoT_Temperature,,105.65206431492234,7.761222942447276,11.529465392295812
,IoT_Temperature,,105.68285626924636,6.794829723410781,12.883152379005308
,IoT_Temperature,,107.64318611881409,6.583262200530659,4.395531219855677
,IoT_Temperature,,102.99385459623032,2.576216004937492,5.255040113314254
,IoT_Temperature,,102.65057379767674,4.316045141490786,13.106988491067963
,IoT_Temperature,,109.9219409640174,6.301951400394392,6.127882825961601
,IoT_Temperature,,105.81016365401767,1.7634733006993635,6.278954003387999
,IoT_Temperature,,106.66884908068718,3.7020823483373726,11.667274234705777
,IoT_Temperature,,109.75156163830982,4.8876102146161795,4.422696030715477
,IoT_Temperature,,104.90936862967916,6.763491499062308,3.5514068119618973
,IoT_Temperature,,106.5408362444734,2.909444664276779,14.524492348669725
,IoT_Temperature,,108.98611836533156,7.391459234565221,2.7254987977411727
,IoT_Temperature,,105.91962883239532,3.283784962702037,8.859205591054994
,IoT_Temperature,,100.10623335428812,9.651964794393537,7.874144016421982
,IoT_Temperature,,101.19022367779388,1.3021466365353134,11.74573719404774
,IoT_Temperature,,109.61124238405361,7.627319701548414,13.79332308828317
,IoT_Temperature,,105.45738552230009,7.280655185748721,6.190345873221021
,IoT_Temperature,,99.6511875664049,3.624657865725716,2.54535926007269
,IoT_Temperature,,106.51671563618504,2.587779332977452,3.536317582767381
,IoT_Temperature,,108.53957704182062,7.524659391722113,2.3072092404891285
,IoT_Temperature,,103.54344130240617,1.190193843761349,5.393543450192307
,IoT_Temperature,,102.74507667821442,6.555196375751982,13.58202442003477
,Video_Streaming,,47.472261967978596,3269.735097174707,4002.135916304657
,Video_Streaming,,55.081741313213506,4268.8904762623515,1571.8083088946473
,Video_Streaming,,54.25207137901293,1873.027443260443,1923.573903597961
,Video_Streaming,,54.58238872715402,2378.4134194559974,2158.7629099681344
,Video_Streaming,,28.986192265157147,1054.4536739334162,3479.113018225429
,Video_Streaming,,53.38509067651427,1707.614486170004,4329.06749206931
,Video_Streaming,,55.707784852430606,1682.9249315000661,4042.702651417048
,Video_Streaming,,31.466210872881355,1890.166350382223,3097.0715132669256
,Video_Streaming,,37.00738151738919,2756.695737401302,2537.1376476771866
,Video_Streaming,,34.64347306906546,1418.1717526701887,3825.0996852312473
,Video_Streaming,,50.80788961595113,3268.813889683987,2682.8408589680325
,Video_Streaming,,29.240507157463416,1441.1623130365429,2919.8479014308696
,Video_Streaming,,33.136115807100296,2165.8506248313024,1769.7640418328588
,Video_Streaming,,46.19169417467455,3825.5244195577307,4285.528495519115
,Video_Streaming,,52.067361599535765,3612.980583606621,2023.5813098669225
,Video_Streaming,,35.91757332844739,3942.6957596126886,1628.4276821697986
,Video_Streaming,,45.383719716756566,3233.115725059735,2269.60845034141
,Video_Streaming,,48.96966342364405,2657.114445611711,2265.4015270672903
,Video_Streaming,,30.823449287168533,3274.2422087426967,4660.33461236478
,Video_Streaming,,57.07988996808329,2259.0607281248344,3545.777195912628
,Video_Streaming,,54.3931823228092,2508.640745215138,4026.008429012803
,Video_Streaming,,40.154284126315076,1421.717027150359,4119.223100237008
,Video_Streaming,,47.55665485804701,2049.701209882687,1625.5432160977164
,Video_Streaming,,45.23621203994398,2530.3370750729746,4453.370502096506
,Video_Streaming,,30.394426355729628,2392.155151716366,3789.3249140636112
,Video_Streaming,,29.348215003866894,2990.690483649935,2679.723736223407
,Video_Streaming,,54.63808540330224,4293.528742455295,2850.0864706746224
,Video_Streaming,,51.95063152348384,2893.932359393135,3297.843085806867
,Video_Streaming,,50.57954464214318,1637.1124007035164,4251.383525198219
,Video_Streaming,,32.868813890218064,2117.1949029358643,3408.842825235652
,Video_Streaming,,49.65900806879101,3480.5938517673744,3343.160454454821
,Video_Streaming,,52.17922052576499,2990.5010225783626,2290.1890846898823
,Video_Streaming,,41.890248185872736,3832.107947427657,3203.877479802709
,Video_Streaming,,32.90441481040347,3452.9969723817644,4236.897100190956
,Video_Streaming,,39.34630552221716,1241.0427297133197,3054.0917206970335
,Video_Streaming,,53.47535389038713,1750.7919236395205,2648.8099997993436
,Video_Streaming,,51.03684557388977,2832.3420326610194,2024.9507441985998
,Video_Streaming,,41.401067478912836,1635.4578051521253,3427.403057217038
,Video_Streaming,,35.88935389276484,1554.3324847431359,1716.4130187609808
,Video_Streaming,,32.68806871052219,3487.92650527852,1763.512634971688
,Video_Streaming,,50.74415365593887,3732.160965892375,2245.731652936265
,Video_Streaming,,55.40371467909877,1214.7901956134324,3346.3636467729507
,Video_Streaming,,56.83502361657343,2733.595127172541,1854.7189293905276
,Video_Streaming,,41.39403574674887,4146.077057127859,4560.495126664389
,Video_Streaming,,48.52928642565262,4159.076093033025,3980.1340684124875
,Video_Streaming,,28.882655073571836,3413.3826661105068,1833.8902632075426
,Video_Streaming,,44.03322993069102,1540.7205989993683,4556.2863662957625
,Video_Streaming,,37.17971602888032,3070.793071510272,4099.030119839458
,Video_Streaming,,36.95657084071135,3432.0569541731925,2249.554966903752
,Video_Streaming,,40.97511194631325,1999.427760729258,3380.6849591272266
,Video_Streaming,,35.05520372350231,3838.3644003206537,2143.625104861322
,Video_Streaming,,50.39219784043982,2819.814494447197,2276.223920091013
,Video_Streaming,,55.9106698835268,1424.9138256596011,2635.4051787236194
,Video_Streaming,,37.13026701145781,2199.540753004505,2570.8217695570943
,Video_Streaming,,31.652202517447627,2630.3041062682773,2854.9014190328626
,Video_Streaming,,30.993592874626913,1405.9581208351283,3104.6559953736023
,Video_Streaming,,43.23102051736711,3314.445192781391,3284.9939410977195
,Video_Streaming,,48.21860382075799,4009.7609079383074,2765.0928026247616
,Video_Streaming,,42.07070293165547,2185.3895328798685,3618.3952374213873
,Video_Streaming,,53.35738415298414,3321.6900784589066,2493.537709696405
,Video_Streaming,,49.77400489293695,1514.8019678551966,4546.187975970159
,Video_Streaming,,30.149568846962193,3001.0472004092717,2881.241601410715
,Video_Streaming,,36.059348842199704,1680.371198408715,3640.2131133053567
,Video_Streaming,,51.6040265667982,3198.2842865460857,2345.460559766307
,Video_Streaming,,31.687220292975553,3741.1713828150423,1764.2096927529756
,Video_Streaming,,53.03994579116609,1206.3264474316184,4703.915212550575
,Video_Streaming,,48.644508999280404,3730.0542300714424,4217.153972893859
,Video_Streaming,,29.8427206089355,2204.4115260158364,3540.6947781582116
,Video_Streaming,,28.97327137492784,2167.350007777107,1602.6493135803175
,Video_Streaming,,57.23680148466632,4202.944488672825,4670.685021654683
,Video_Streaming,,39.366867891299925,1997.5166348510077,3708.4954515361374
,Video_Streaming,,38.60821805826304,3154.079841659077,4258.134453321723
,Video_Streaming,,52.72779500533964,1265.6141707762667,2014.424465529054
,Video_Streaming,,51.883985208727026,3143.092308410647,2807.3340707512107
,Video_Streaming,,44.40525647116128,3420.241323155398,3576.5676266882515
,Video_Streaming,,37.127073150808215,1377.5934410957373,2347.23803196609
,Video_Streaming,,54.99215180134362,1208.3743270310738,2680.3148714962026
,Video_Streaming,,40.92070629461294,3951.4549981393466,4021.3440211886955
,Video_Streaming,,54.85859436097954,3173.35201473834,1608.088821381158
,Video_Streaming,,29.852020359789698,3181.365875142393,3790.171714868083
,Video_Streaming,,28.428916536168455,2930.5247425179978,3652.9540773168446
,Video_Streaming,,54.163043433755135,2599.3392562773397,4146.1203477087965
,Video_Streaming,,38.789519913009954,1938.0586385456604,4105.953493899086
,Video_Streaming,,47.4721789004528,1649.1946063852874,3132.8778372628735
,Video_Streaming,,35.202419248332546,2555.8623617334324,1884.5178883920685
,Video_Streaming,,40.95491950318695,3666.609697432201,4225.478271789957
,Video_Streaming,,56.12542246717703,3033.0101834468696,1971.691162655999
,Video_Streaming,,54.319274337443275,2935.136130940058,4687.774969894911
,Video_Streaming,,31.652222557023222,1442.1622400779702,2450.034306904884
,Video_Streaming,,52.148847196343624,2675.0428166367965,4502.4696145201615
,Video_Streaming,,32.885359271171914,1554.4863881123965,4157.2248628501275
,Video_Streaming,,53.94036558316819,1406.5515217617194,3459.347481426531
,Video_Streaming,,50.35698524248572,4016.523680037655,3780.215973305621
