User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Efficiency
5658,1,-44.55668221440428,9.748818582977073,733.6506656484731,706.362312518316,48.4989438914738
5659,1,-50.94860299452127,6.585549184397959,786.2039922543727,1031.0742773398397,101.27173975366621
5660,1,-59.54945088370491,6.36229676805123,454.2445373092822,1297.815832211903,120.87025056245014
5661,1,-67.5553297641121,9.370805034364489,768.0851249821593,756.3890096649252,55.53602580641535
5662,1,-41.11291137309159,6.943352458968624,776.1516897109279,787.0285935408243,81.80531613562786
5663,1,-47.13239741915125,8.926996702173986,979.82009032879,974.8065914195756,74.19400377380543
5664,1,-56.70550252270297,9.517501911982702,665.4299792042594,1063.3568193852134,74.05394047556446
5665,1,-62.187102930265965,5.411796580859535,788.9660548726638,521.8975668975846,79.85974036963282
5666,1,-64.93529375892125,6.418031539862699,1096.6033861913968,1199.7602018812902,113.92907274468618
5667,1,-44.06152226622942,6.941645466614541,819.2420573917992,467.2844764933415,61.00571177222317
5668,1,-54.31037907297804,9.584991008016445,411.9831881627951,531.4526534610396,38.74987204620532
5669,1,-67.22730195784116,8.84902869508981,573.1444527672489,1342.7621102453554,98.92912126820056
5670,1,-41.787454322342,7.183225413542999,1018.7048215169648,1170.800261609873,104.39172122979612
5671,1,-66.13766997979805,5.294353866363159,1082.7456471070495,725.749405003746,94.30577155796645
5672,1,-40.37157800968792,5.778771471330114,1197.201247246802,1129.0122752343332,115.71568862226742
5673,1,-48.37329763830225,6.163706444991581,452.7327177996099,898.8991266367068,96.88501410716145
5674,1,-53.54132760019003,5.439931169808641,635.4934053586944,519.2836022103588,79.40821448748383
5675,1,-43.34342603301886,9.802000659700996,1197.0297152500034,554.2475866684447,38.06382066005025
5676,1,-54.07482006152223,9.25536627701534,950.9776438855732,416.8668165227419,34.58610393054593
5677,1,-62.18925553880763,9.368343468759498,1004.8148568151432,607.1443061364649,45.84418940983112
5678,1,-59.0424870710917,9.448230873569829,786.0810847454394,1160.3565960536137,81.06174048654219
5679,1,-63.76210260210085,6.173978102492117,454.1410480186849,531.5205658422361,72.86442248043275
5680,1,-55.31820665257296,7.354685917293672,999.0254320233475,933.25610922332,87.21200210462317
5681,1,-58.55145180201143,5.943087994216658,465.0027080911013,980.7145593715344,104.41772418358435
5682,1,-55.03495104325305,6.985238854842885,886.9086608921643,1499.418585073843,127.76600891731611
5683,1,-45.726833481655234,5.714024305081517,782.0447271057014,1181.9628403606366,119.81046270183043
5684,1,-61.259646775410815,5.9303875828508605,429.0590567992459,746.1703648884715,89.27492396891793
5685,1,-54.1303110405254,7.136599117991138,852.2558086286417,888.4772221472374,86.4775779702994
5686,1,-68.56174561303322,8.1814342975225,449.610578361944,1510.395998196354,116.51872982401679
5687,1,-62.97114753040886,7.311231107428,1052.5884636100486,1123.4131456728765,100.02656559713122
5688,1,-61.10354870040952,5.827293979551262,546.2890961772326,526.9741330938351,76.0352719944506
5689,1,-63.607031056713424,6.792235439438619,959.1143070150994,1014.7493204393952,98.14205448838693
5690,1,-64.73268456115878,6.64508030947168,795.1187477512378,443.75046354374257,62.4392010422456
5691,1,-49.81339859034313,9.163173859238112,978.6082318887406,763.9076083306836,58.101829658314436
5692,1,-60.38704272378949,8.624058619695635,1158.049368942893,781.3689325212421,64.62978701406202
5693,1,-51.24082514614854,5.679838950932371,621.6068803307177,1478.3063446813062,139.44551313919882
5694,1,-54.27642795159397,8.006490689282508,825.4131007751796,1207.508476910417,98.54892623936352
5695,1,-42.64188379861435,5.624670498431602,843.2777885864261,944.1639406454404,105.22230156812151
5696,1,-57.14075958065329,5.638492914934748,849.9250358136724,1317.228471957685,129.37213282706432
5697,1,-44.91449761142484,5.642266563864418,453.248180530717,1048.1504429071972,111.81629548812647
5698,1,-65.71010948748066,9.666480706401718,1108.362572173599,756.7051659013505,52.599852174351994
5699,1,-69.72673690783935,6.096100979185986,1150.1121970823478,609.5245227758849,78.7215763263618
5700,1,-65.308815085076,5.96703499643086,548.7981641061117,758.9638094347739,89.74135637910116
5701,1,-62.59396986403298,6.8144158687183385,870.7317430551182,1197.2810097991076,109.80382372161267
5702,1,-61.20020493195578,6.306396425341225,1185.2927071945428,520.2497246244118,70.80646052682289
5703,1,-47.6309494569545,9.976332802218508,739.6709740391773,1335.0163597558244,87.15179956608473
5704,1,-45.68427264656161,5.855071802394623,641.0140329544034,1456.43415917923,136.2692142142849
5705,1,-59.09418316873288,8.15745585749169,830.9028082005037,1213.3336027801956,97.41851452275208
5706,1,-49.55765399337383,5.199345457167111,771.9528765372359,1085.5245520970475,118.67871678881374
5707,1,-58.94197504983581,9.900164937389192,426.47530390502817,942.7768121541634,62.377049334061425
5708,1,-54.32192767096159,7.85170557027939,1165.6688408097943,1226.7739597016357,101.35104063194801
5709,4,-53.7330605767355,39.35707928753433,5474.965237219803,4821.632228304341,87.60433983916374
5710,4,-41.92873602853152,33.40018614120774,6343.111012625651,3297.1550971098136,77.72180484220829
5711,4,-52.507739260921454,29.82470452834752,4582.142177448031,5792.910263891242,122.25740806035688
5712,4,-49.40231594788244,24.35271526405267,2830.8526595545973,6454.189915966887,143.68449765583134
5713,4,-70.34368731224076,36.58153830563172,6121.291323416165,4842.728494478428,93.8218950084197
5714,4,-56.62623977437259,42.92200061953911,3693.357792079,4874.938299982869,80.8081388746492
5715,4,-46.83685885495573,45.28132291519793,3944.121821782204,3226.5185606012506,51.39762387364285
5716,4,-57.785016727421706,41.451010289348176,2922.262227722854,5282.87941676075,89.97396609301477
5717,4,-56.20993608745699,18.874374078740427,5490.4425049925285,5842.62647743365,146.2916045424393
5718,4,-69.9240415366615,24.110607693423464,2992.5144738468566,3866.981244432639,105.91824183902929
5719,4,-47.775437091904976,34.93237725903496,2319.577898125988,6259.715893941355,118.29706280341496
5720,4,-78.59945035411982,34.91175635956266,3759.3975200690975,6444.799889259277,121.07951416636374
5721,4,-42.985338035948175,33.39301356931458,6247.017568728788,5323.992352626568,107.72696347196398
5722,4,-53.99694048704255,41.26333482805798,5613.418385031326,3810.230146884884,68.58336569704353
5723,4,-52.08914239947009,45.85346001952462,3384.001404107012,3928.748643906047,60.5707891543098
5724,4,-63.80573323540212,22.80338390678591,3452.909974719197,5611.018135709451,134.50503914520945
5725,4,-65.63647326891702,30.41043931038017,6378.470013331826,3854.714470260768,92.3328406657319
5726,4,-70.68326018951858,25.499219851707117,5200.018484708223,4130.943067475825,106.86943300365263
5727,4,-49.78411754205271,42.71691945485729,2309.087246231539,5243.570461127199,86.6989112459171
5728,4,-67.08178985825904,41.28234049226039,2936.430645473589,4547.742883071207,79.45546268078499
5729,4,-52.644318763525256,34.50770104227864,3694.558019313451,4713.5602545258935,96.32308957633843
5730,4,-54.40097117802053,46.82042602073533,5240.600520945907,5139.981904404948,76.43530833449655
5731,4,-65.85159312479827,45.66614035181618,4644.370464199421,3378.9541988533583,52.83436227899634
5732,4,-65.17964574484107,37.74107692756672,2132.0884995561523,4324.557844054283,83.68773056045129
5733,4,-67.68293394698982,24.81716836128279,2393.712236636139,5452.154118192451,127.8697755801926
5734,4,-52.84973964989523,23.449920653599413,6314.15759394694,2913.612997914103,93.21753957775368
5735,4,-49.78993589594943,45.6936995559084,4195.5051655135085,4473.419298990465,68.96987074049396
5736,4,-46.65505261749206,19.075983482949,4300.340919285307,2998.775118257065,103.78388180348603
5737,4,-66.96305639436741,27.38160933318278,2673.555893737476,4928.232151498371,114.66135841135791
5738,4,-54.42716705372858,44.80463326986596,3283.820032097016,5870.478345097281,91.53294772289995
5739,4,-55.69570096604158,36.730589896195625,4854.462097460948,5261.77507801454,99.70514546821951
5740,4,-56.01864083855252,39.91463756005274,5867.873986529134,5046.135498992444,89.73988617688198
5741,4,-64.30596956630039,37.969914871980535,3924.5142310140336,4520.13589085308,86.09469262500176
5742,4,-62.433143454825206,46.35822086002753,5651.7374266618135,3641.1242730680633,55.24102424273559
5743,4,-71.38571620007764,37.7061576068226,5959.482559372553,3502.035396526442,71.59165459871937
5744,4,-56.038867316902255,31.336939429181555,3623.027637980292,4374.669541951238,98.05502782778991
5745,4,-76.00941192916802,33.85174100617484,2410.7848249356066,5682.883889984236,112.0612509359911
5746,4,-48.296668636506425,46.76314487849841,2279.892642835941,4572.843734452908,68.16557902803478
5747,4,-71.48328924062416,27.39360821420672,4297.82861741824,5276.541436041574,119.7895529028208
5748,4,-59.36729575257084,25.816966114425508,3783.298306421928,6736.907319132805,144.75227052717642
5749,4,-59.1237491411883,25.197883568270413,4326.904431309249,6355.298951754821,140.4230368086233
5750,4,-66.80384539051053,28.295681536704468,5717.417152875097,3938.766061370207,98.07598638061643
5751,4,-55.78035417795371,42.40765026760184,2970.189395107096,4426.413799322368,75.26595272442397
5752,4,-77.55645206123619,41.39842999936292,5500.9445214267935,6691.7804325060615,110.93250417450264
5753,4,-57.11806200728549,34.774835999271474,2214.768679479703,3866.2157478058457,83.21706778432969
5754,4,-51.30855810721017,27.75516523779326,6372.156243505911,5286.292393813834,119.16456172622634
5755,4,-44.15486228871144,21.36027666170184,4004.334408885655,6404.0611786313,149.30966337406608
5756,4,-53.691719085846216,21.669357524468463,5991.4738920529335,6574.377255119685,151.1721095693232
5757,4,-75.66823450405793,18.63505551976656,6386.616035927504,2708.028428064632,100.42002163871325
5758,4,-51.28873925245124,40.80457874299228,3453.0754331412954,4500.257692684483,79.76936709794454
5759,4,-45.17487868456095,35.29816785471591,4973.898809087846,6436.396113377473,120.13301640682586
5760,4,-56.94856531024851,32.652035439752446,4117.119889688043,5222.64824923265,107.80398463878888
5761,4,-45.59173593737788,44.83404270888399,6332.350406336743,2961.387078560312,48.42629202449185
5762,4,-74.15849819763487,39.75817818505131,2244.3415836261875,4076.9868844283537,75.73286643517599
5763,4,-53.109569263717134,20.82723265217037,4644.579479317586,5485.792752411729,136.8567312315275
5764,4,-41.22855037846164,30.767777410146653,2769.2793279070297,4380.697713790001,99.35520609794176
5765,4,-64.149857590492,34.25162790362613,3464.0986901341657,4959.280457813999,100.50370082979201
5766,4,-70.55642083348799,41.64691530722688,6342.7628705349925,6284.142255367393,104.37223388826304
5767,4,-50.96225727618763,33.605307393608015,4321.623576185604,4206.546857175234,90.74110226211027
5768,4,-50.70218994126694,40.1458177999928,2661.531003694712,4483.00138858623,80.91565492149769
5769,4,-61.60654331978354,23.050871656335183,3460.4424524978394,2715.9630914330723,91.14207262173935
5770,4,-43.38094861600485,41.39016296210461,3734.281349895474,4991.2369406217,85.78816931557894
5771,4,-52.60842505964366,28.03275345463419,6305.000788485704,4775.146495442792,111.01082855378445
5772,4,-53.26732921203134,39.51728391083178,2099.1754503318034,3380.251618987701,65.93623270692814
5773,4,-72.04702923733211,31.66046662398552,4730.836027752252,4111.171453228876,93.46784857495335
5774,4,-65.58728496210428,36.8468131798153,4359.88308616984,4059.6012349254206,81.67001501269061
5775,4,-52.39003054702276,29.609154797165644,5046.926186616309,5826.668930833499,123.21553130037394
5776,4,-42.018677756010746,41.73114250336297,2900.5506450782923,4978.286367768397,84.87105905413418
5777,4,-67.17748493622915,20.846497870039016,4756.808318727017,5125.633142383078,131.48667520675076
5778,4,-48.55378186203403,20.778176390669948,4292.538970242767,2671.5073683339683,95.31980973495953
5779,4,-52.89702336390692,39.91103264950161,5465.3429085008165,5227.189674320543,92.42650647348042
5780,4,-57.8266518949448,32.214951984235334,4981.69008685183,4902.163650803484,103.99193063998142
5781,4,-68.47636486743717,30.54488432557037,5155.678777181383,5309.602547990802,113.57389559962351
5782,4,-66.71143079906824,40.81928311622353,5780.883267452238,3916.383455831699,71.09884355462603
5783,4,-64.5109850907328,19.27110044782116,2208.4086418281886,3848.255373257164,115.93799025720938
5784,4,-54.847910260457866,38.31992416206975,3519.967435999933,6612.9737542410985,116.31646134059157
5785,4,-79.5647188295837,23.39923299468974,5334.197181730694,5193.780175283227,127.0636547385635
5786,4,-67.92859905970589,35.20329061491782,2590.4612011410145,5394.97682285464,104.92562490628131
5787,4,-48.84195880496945,42.6291228310253,5741.574503346688,3671.780503113287,63.628877256962234
5788,4,-49.82883909502771,42.90403763546126,3217.667516062737,2581.428591174482,46.91066745928135
5789,4,-72.8740631324911,22.605466360990803,4652.195602719262,6711.435971290943,151.20836443617338
5790,4,-61.40796126691952,40.058495587017546,2570.169888795759,5038.821954210147,89.32559112334833
5791,4,-49.71782218295533,32.3886613212962,2106.09276589207,4843.768195260836,102.75829369894016
5792,4,-56.35505961378955,43.21714824163169,2212.5974651155093,3541.40660606296,60.44869483420333
5793,4,-49.71216677736654,27.504878088366794,3460.9231725321733,3693.512183122166,96.12967205328835
5794,4,-49.989057108635855,35.17911381567869,2724.411501136371,4535.183402426277,92.25521623591891
5795,4,-41.460411808063775,32.62701365574364,4062.6039447389294,5832.802288956456,116.88530663495064
5796,4,-46.87568388326676,42.14927076317584,6066.98109771475,4850.577273445632,82.09178942205165
5797,4,-57.48342021210416,46.91985092227037,3183.331803537898,4934.060021361727,73.17686312854141
5798,4,-78.33955152148286,35.46111964754387,5382.086922987874,6093.085556817591,114.70654962538858
5799,4,-63.93263999677421,45.376658656113854,2556.712509820689,3911.528282114046,61.33046075297952
5800,4,-62.424678650221125,20.69117684109996,6268.460588546959,3533.2382757723813,108.25543166405114
5801,4,-77.92392397869085,24.9358578391744,3178.810094664357,3926.199776511025,105.0386116428608
5802,4,-77.25702777185212,30.859988460606537,2199.315266336629,2724.1705728092697,74.64837167486213
5803,4,-77.86926913398025,45.380286331978894,3973.722508920907,2979.7561274857408,47.53586737317395
5804,4,-75.6378225071637,25.4833588420444,2548.979460905185,3272.629195637812,94.2032231589827
5805,4,-42.037676927173976,20.00966301541,3296.545250701188,5663.991836443467,141.23294629394093
5806,4,-63.90134639411447,32.00701361704723,6223.776672089942,6202.099213961104,123.6687212341332
5807,4,-47.82965967323956,40.43801213771945,4982.938773859685,2949.6110697073354,57.605306003649886
5808,4,-49.063223820239415,44.09196647991656,5012.524164790677,6055.198860263363,95.78245895242422
5809,4,-56.276999095454,29.967796084529663,4607.894510693823,4875.151609105491,108.3734323906051
5810,4,-49.97066288498021,30.47895947939886,5904.36316651181,4680.968187214163,104.4126348215039
5811,4,-79.59409525222317,36.51631164787084,4344.603145918539,3152.9007563792266,68.9573054269591
5812,4,-42.657716344023925,18.59470200165181,5550.535759452885,6751.560941184069,160.3356107915784
5813,4,-56.0502877491476,33.40263477826839,4554.844842011621,6200.293392229196,120.67259484472062
5814,4,-66.81112471317762,32.6435981425348,6199.868086517594,5898.496028358689,117.82205143806894
5815,4,-42.11761713897359,21.852675838689287,3182.739459256417,5432.917647264576,133.89257593174432
5816,4,-76.54504385228938,31.153511890780905,4329.594502828712,2610.674077478704,72.34451402284736
5817,4,-79.71378531290459,19.16808349028392,2908.388208940377,5962.91993629432,147.44660121780626
5818,4,-53.728043052256496,32.63737913402768,4567.048448008845,6059.633344738408,120.21953580329112
5819,4,-69.16162334939688,44.26259312594683,2835.69966597316,6527.055245182922,102.40120006409622
5820,4,-43.67242449374825,44.443098709482015,3321.464621055191,6444.452992757309,100.79492953809738
5821,4,-54.27766651753739,28.50759348879449,4236.489237894312,4476.357559337739,105.57952954186723
5822,4,-77.41349713107482,31.36713393468392,6131.176132974308,3881.5061784187983,90.69374105967285
5823,4,-61.02318279230949,30.505911958508417,4904.433137814512,3713.5993830771913,90.04171188202821
5824,4,-63.98463238364585,38.437336674251696,4857.459178208128,4212.753659137703,80.5520272330003
5825,4,-70.36007575250936,44.63547579868123,4757.44362409182,3012.7180846395704,49.6082889882827
5826,4,-58.9261777821263,44.22261789177461,5090.223504743639,4369.197731385918,70.55772756719725
5827,4,-44.957261419960126,23.694489788153064,2492.9570578189832,5738.966753844677,134.50224831209144
5828,4,-54.27228096367959,37.23913337648037,3653.341896073528,5578.1666908888565,103.3045954034731
5829,4,-73.67205709268205,40.12988142588794,4142.942508660526,2763.8088889281557,55.51169959366635
5830,4,-72.67505656610662,21.56368254600758,3487.7056350387784,5850.89854315041,140.69206843906517
5831,4,-60.47788311872846,26.515774583535087,4258.2010346013485,5378.270556246354,123.16250894024242
5832,4,-75.00635464739129,45.57894807857261,5019.934787069833,5496.297500186476,84.34893938592393
5833,4,-48.64505797422609,43.489970629622746,6034.442704568532,6220.26069506675,99.50562236967043
5834,4,-77.74043124373236,39.00705762933407,3642.98507034518,6171.528197980984,108.32266954252515
5835,4,-68.2898054922338,28.91896380858618,5672.022021974597,4906.7752950880695,111.0729071797147
5836,4,-67.62893888148554,40.14847562542853,5359.965739871213,6242.690723991227,106.94706992234455
5837,4,-50.62732550984124,29.02676282018023,4038.829551764319,2986.7420418852644,82.43396464374715
5838,4,-49.903426653821725,22.414743732419613,3445.698758593499,2590.867371965743,90.64456979657946
5839,4,-45.98293444481371,28.801671746279588,4678.495685059588,4885.551874645508,111.0084345086974
5840,4,-51.19674815195003,43.13796304076642,5908.224007851497,4249.898476069839,71.10030416382281
5841,4,-41.006870319557535,34.156393961284145,5236.563006265093,6330.541120601383,120.99604958756518
5842,4,-47.79823718027905,38.78552627440453,4140.331792772828,2954.01218837415,61.186354091315046
5843,4,-79.09453647706786,28.98174300976906,3579.639054402888,2792.5075926565887,79.65578057554742
5844,4,-71.17866335507834,35.14033912224662,2790.446063076836,3806.3443140092554,81.55351979149145
5845,4,-51.64100054984512,28.63486942313228,4709.4875660831685,6196.979205371417,130.76773841194927
5846,4,-45.04016176154562,46.57072568590127,2688.7341439837205,4473.803998975716,67.10954987340058
5847,4,-71.11979781092711,40.52506401254057,4342.494524025919,6516.472395193894,110.19680156947598
5848,4,-44.67810147551791,25.286519310420594,5447.878623642995,4389.606524126772,111.14927570871984
5849,4,-53.37593851596134,39.223037371710106,4085.8736748594606,4057.871450994643,76.5886242821487
5850,4,-42.04674281663388,30.09498900209468,4060.237284857062,4923.839525688749,108.82321512444544
5851,4,-64.02936106782936,36.44036760852718,6384.785989009605,6038.336368527883,111.81295235286092
5852,4,-45.82854391398352,21.20729264937789,4749.705273328633,6252.7857864380985,147.39682983037503
5853,4,-71.87582181521776,39.5977922823883,2119.196941194365,4608.585011716494,83.93985237264458
5854,4,-60.73193141186754,26.34303410363579,4687.355102089145,4209.960562505193,106.24325811463999
5855,4,-49.61307603535303,24.841950278780462,2440.98264185221,4233.483469565228,109.78510786433648
5856,4,-79.7232767189917,18.09791619574249,2756.913050772388,4318.367987092925,125.39010195541104
5857,4,-69.74227415444128,21.3070149856882,2966.680765784796,2901.502274369745,97.5977182110656
5858,4,-51.50004366511966,25.43097720082501,3655.293989352452,6222.858665215126,137.96745325314794
5859,4,-51.02227783948396,41.81676796305949,3946.452849155772,3024.448027857444,55.77910065197309
5860,4,-41.59654924914423,22.163559274538272,3623.590419729036,6208.818699067486,144.71166531142092
5861,4,-70.63902657039358,29.39901652932154,3789.023234023174,4505.235147403851,104.11016916260374
5862,4,-78.26596869568743,31.49459304306652,2123.0088608354586,3255.387321211479,81.15824545992214
5863,4,-76.91370597040786,33.55265292879346,4073.459696560984,4593.372183137758,96.57675587748231
5864,4,-53.45726054496152,26.579994280003145,2916.189135795716,6245.27246090574,135.8543795839241
5865,4,-49.628734948793024,32.066853543931416,5899.513368353253,5690.890155452815,115.97734775289135
5866,4,-68.6236058601452,21.936158324725312,2269.6389490838646,4797.50702423499,124.31316291569105
5867,4,-43.649400307451465,19.900117090377776,4094.562833849975,5153.288462997354,133.90945056152862
5868,4,-58.53573881807881,44.96339781115033,5162.92251646884,2656.349238112722,43.63760603807132
5869,4,-79.8341825824497,18.400493727794814,2124.8792053377097,4582.544556025032,128.65518255713553
5870,4,-79.31679829197127,23.38477899912006,3296.998764672042,4641.62938366827,118.92456311098299
5871,4,-63.22746163893855,37.69089060253237,2929.8858515645943,3136.4835807392765,66.21528614559132
5872,4,-76.4287933895778,37.16661044044779,6118.6569710321455,6421.80053227663,115.9416445716345
5873,4,-41.82583767742424,23.1244274616327,2128.535829791866,4950.048250919723,124.04199194714616
5874,4,-62.94189965636582,30.91650418053679,3307.482808126153,4771.385120745075,104.81953390116215
5875,4,-68.68530707184378,37.44963181285772,5341.85788352569,5283.957144784941,98.50348381616028
5876,4,-49.55301468778829,25.389964088931563,6187.300826788616,4359.93471295286,110.4901444034813
5877,4,-67.333114388345,31.482725397915644,4262.322989172119,5662.021442787257,116.79302053165297
5878,4,-76.85145512114545,45.46576810268729,4436.310378161821,6678.220901420417,102.07796105006531
5879,4,-70.77039443475603,18.126119646071743,5309.983480789912,4390.809189988357,126.40196373856632
5880,4,-65.05546081019953,21.458539230824123,4981.605047289988,5289.02962769813,132.6021395483919
5881,4,-62.9817907833941,32.277435023571535,4030.0561295799257,6533.562576386084,127.99782153740283
5882,4,-46.29968509679318,46.04635645026806,5661.57202283002,4138.109382721669,63.25815676958253
5883,4,-61.50107889962053,30.30355370676161,4945.311646865404,6581.408978651422,132.90552359895054
5884,4,-45.40661070811416,26.855410589655087,3625.479497956952,4498.704351010376,109.4254644081574
5885,4,-51.00124494760766,21.683231100763894,4439.154018303018,6388.837240922078,148.39726677469142
5886,4,-66.84177412481127,31.04957076716586,4959.967344619752,4046.16193478096,93.80572005645658
5887,4,-66.37003874009967,31.77707969807505,5525.088253506043,4570.786837680778,100.02038942224969
5888,4,-65.25211025425662,27.904740834703887,3203.864333891105,4974.835010056115,114.23786727041484
5889,4,-48.4171569092522,23.467353288311568,6356.8442075563335,6473.458321217867,145.85334960103702
5890,4,-74.74498740467548,18.89567301292864,4507.464388332155,6434.710912117069,155.00700668763514
5891,4,-43.91458370479977,19.021987838075685,2154.303114036485,4297.677174501786,123.11784250733311
5892,4,-64.95679268419369,21.875002264915288,5777.561166772191,6345.506170730694,147.3480991085449
5893,4,-42.438292020000304,31.83544851041444,6105.584278090239,5224.003443425038,109.56145563478195
5894,4,-51.99668900881908,37.63454682637586,3567.494488162675,6332.454086457246,113.62402935357733
5895,4,-67.99941374436767,34.056440374479486,5156.78549088981,6284.156952280406,120.52239801510898
5896,4,-71.67198903782179,46.97246026314688,6250.090815935921,3445.6447912051635,51.04173899405588
5897,4,-41.31233153947364,27.45501125129262,6434.304878848621,6023.586285127948,130.7124836799713
5898,4,-55.5549980095082,31.26854760703313,5536.8000331402745,2872.9341561929746,75.98026260580909
5899,4,-49.25081631696088,35.33081295974932,2203.547581072149,4625.301926059712,93.2658819592314
5900,4,-60.39282493496536,43.82564898311277,5508.373676080108,3292.0166166553245,55.46393798838542
5901,4,-52.70162755279354,32.176719141390414,5016.07063073306,3998.88936299898,90.70806807345156
5902,4,-78.87540187153589,30.252414917993363,2722.553896488478,5845.297554503219,122.12252934091316
5903,4,-53.5439599165894,19.027416329121746,5552.351601000498,5582.067047321498,142.1106407866189
5904,4,-78.57127952973026,39.16261834543485,4000.165984497924,3815.770983508401,73.13495967795095
5905,4,-68.43564390105526,46.9446481472925,4709.594100158247,5979.85594189758,88.59811941845881
5906,4,-61.87274078779579,42.22528746445141,6340.31718275642,6459.829961707648,105.74120067462493
5907,4,-45.63718110440265,40.04321341496272,3807.733207463357,6748.4229616923785,114.6540493204541
5908,4,-56.75005450718948,36.47415332725879,2107.366238381644,6485.784026889414,118.36168305505291
5909,4,-68.83057601508159,37.42468462734737,4106.708006592076,4536.243794238983,87.49309598135017
5910,4,-46.965761307646986,24.88808156475932,2552.1661207039383,5501.904009119862,128.45501578535652
5911,4,-55.61316588302057,32.319083384704506,5449.666225956497,3391.204556254363,81.41361703285185
5912,4,-64.89332150106964,41.89378699887645,5993.598126245991,2836.777413412223,52.83838059907414
5913,4,-76.3261332082271,18.962102825182345,5724.816376262615,3937.464484154812,117.915405831156
5914,4,-76.72228727160345,41.32033702658164,5143.930573270265,4232.454412426388,74.70948418598098
5915,4,-47.28104976598093,26.37125503722934,5086.930256944311,6651.91197954444,142.31530722208515
5916,4,-77.44395987582122,28.359604303492794,2808.2242173146087,4300.401623858893,103.29088547857302
5917,4,-52.08610816856374,39.38974927969648,3873.5609093851153,4987.48018066058,89.98878211107079
5918,4,-67.343054166631,31.23585341700482,3555.22473802468,5503.232537389178,114.9687756650844
5919,4,-63.42499080219648,30.625663119360976,4564.152089753636,4915.644363334275,107.57286234524277
5920,4,-42.35641406812663,38.49790141352176,4162.485382879968,2740.078230569079,58.632869143018006
5921,4,-74.70269250889015,20.800271793237524,6051.137533198449,5332.112519372329,134.64018032817881
5922,4,-50.55336613474515,32.88949083962527,3598.105602416736,4192.707824468027,92.05934832223727
5923,4,-49.277245120561645,26.11205060056361,2417.2543209021987,4041.893559192507,104.24792551403289
5924,4,-78.1404159263254,44.89252960960472,5508.692798405152,6202.209721337371,96.25436487211624
5925,4,-48.61666392570609,30.51449381900749,6369.346896436068,5978.613457735546,123.53751029048497
5926,4,-71.01674114223505,42.12359644159332,5267.339711840916,6669.76515410726,109.06384995195165
5927,4,-72.71348819899399,20.637471163588653,2710.576960297132,4513.857885236492,122.87934053827344
5928,4,-56.12666220809487,42.793327347650326,4345.926510551339,5985.561551955359,97.51513936180977
5929,4,-50.51884358837287,20.065877259581427,5413.724551672286,3228.3832104000635,105.07509835440337
5930,4,-42.79270498437485,39.33050139497317,4275.73987533468,5215.875103409352,93.49426442128218
5931,4,-72.07701602932472,29.331133778504487,4522.53299514528,5993.73968868056,126.27911139717747
5932,4,-74.34239984820181,19.597894091612524,5363.664572265396,3870.538067913736,115.57238832909951
5933,4,-65.05743767524237,46.34180390288037,6213.699835783599,4164.348200624396,63.01778525325138
5934,4,-68.95526102092103,39.267962530732056,3559.1160188273466,4734.27265876127,86.50134269286957
5935,4,-62.38260756413014,24.8737243607907,2280.202897753555,4493.15465939025,113.5597026210956
5936,4,-52.74693700746226,26.865308587947982,5810.4541626972095,4917.631152502132,115.60301399765164
5937,4,-69.46301215872343,41.44969801428493,5064.001928603644,3013.684973001158,56.400846061799584
5938,4,-69.00979577905052,29.42004462315758,4222.195294093241,5736.049977409872,122.27705895299272
5939,4,-52.1257070627164,35.851876312565,3461.1350037606744,5476.0603510846,104.74539977677486
5940,4,-77.78108575072676,42.766725415720735,2821.607085714969,3374.8620519840806,58.94278117999879
5941,4,-45.7891622123935,32.32201236188706,5771.811054830893,6478.884454454152,127.0939366905322
5942,4,-47.57516409439717,27.227735912435296,3034.889903783488,3219.9565388506844,89.71241680499082
5943,4,-73.18783419673403,22.615420780053636,5990.431965002112,6163.863067053376,143.0850762712294
5944,4,-74.74756059102953,30.89487670184909,5569.739294427252,6597.988482214837,131.89270655849566
5945,4,-47.11567530562431,20.28297490107223,5889.995904894577,5837.546642506139,143.21941823898328
5946,4,-66.0823188757275,38.34041612445829,5038.751251141104,4129.984489582281,79.53355530291327
5947,4,-61.58717997523042,45.44278839123543,5131.154370284981,2949.8809684004377,46.960839419217635
5948,4,-78.46994018624757,38.94667277078001,2127.86811099614,5179.469794649111,93.77225350280204
5949,4,-52.36967753798359,22.67379289361116,2427.7454816683685,2819.9198130134228,93.48255325427937
5950,4,-47.444598426190026,43.56114895916114,3281.0274775567354,3849.8149727252858,64.28011243769575
5951,4,-79.93125468830554,32.730950256483595,2572.963612590467,4222.4521619158495,92.83677787158052
5952,4,-41.03487120248234,43.68838864911465,6111.564005099685,6317.746359954963,100.52589341040898
5953,4,-49.84011701596159,30.590035484639028,3736.865616429256,4351.250687410647,99.29767038179627
5954,4,-78.72390007581515,38.668807024696605,5854.531434477603,4600.062356203933,85.79031211777283
5955,4,-54.80726451347394,30.507294665569496,3681.7595243636274,6088.298441481731,125.17577069791682
5956,4,-58.27761692892058,40.8693074860481,3270.63876950833,3953.912913054756,71.5477096429301
5957,4,-46.40557601162582,45.361553548226894,6129.543560069917,2711.048238987068,43.59981455136542
5958,4,-42.54178176154988,43.50404496032948,5326.153331726271,2875.33716938765,49.98284546176384
